"success","trial_type","trial_index","time_elapsed","internal_node_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","11327","0.0-0.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","
","","","","","","","","","","",""
"","pavlovia","1","11337","0.0-1.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
""fullscreenexit"",""2"",""29127""
""blur"",""2"",""30236""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""blur"",""2"",""30236""
","""event"",""trial"",""time""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","""event"",""trial"",""time""
""fullscreenexit"",""2"",""29127""
","","","","","","","","","","",""
"","welcome","2","46142","0.0-2.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
""fullscreenexit"",""2"",""29127""
""blur"",""2"",""30236""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""blur"",""2"",""30236""
","""event"",""trial"",""time""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","""event"",""trial"",""time""
""fullscreenexit"",""2"",""29127""
","null","run_exp/static/audio/clip_1_welcome.m4a","null","571","626","10","Male","<div class='center'><p>Welcome to the third part of the study! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or an outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","46585","0.0-3.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
""fullscreenexit"",""2"",""29127""
""blur"",""2"",""30236""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""blur"",""2"",""30236""
","""event"",""trial"",""time""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","""event"",""trial"",""time""
""fullscreenexit"",""2"",""29127""
","438.10000014305115","<div class='center'><p>Welcome to the third part of the study! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or an outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","48604","0.0-4.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
""fullscreenexit"",""2"",""29127""
""blur"",""2"",""30236""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""blur"",""2"",""30236""
","""event"",""trial"",""time""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","""event"",""trial"",""time""
""fullscreenexit"",""2"",""29127""
","null","run_exp/static/images/Set 6_rs/061a.jpg","null","","","","","","learn","SR",""
"","show_choice","5","50615","0.0-5.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
""fullscreenexit"",""2"",""29127""
""blur"",""2"",""30236""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""blur"",""2"",""30236""
","""event"",""trial"",""time""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","""event"",""trial"",""time""
""fullscreenexit"",""2"",""29127""
","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","6","51128","0.0-6.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
""fullscreenexit"",""2"",""29127""
""blur"",""2"",""30236""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""blur"",""2"",""30236""
","""event"",""trial"",""time""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","""event"",""trial"",""time""
""fullscreenexit"",""2"",""29127""
","null","<p></p>","null","","","","","","","",""
"","image","7","52334","0.0-7.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
""fullscreenexit"",""2"",""29127""
""blur"",""2"",""30236""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""blur"",""2"",""30236""
","""event"",""trial"",""time""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","""event"",""trial"",""time""
""fullscreenexit"",""2"",""29127""
","1203.5","run_exp/static/images/Set 6_rs/064a.jpg","78","","","","","","learn","SR",""
"","show_choice","8","53140","0.0-8.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
""fullscreenexit"",""2"",""29127""
""blur"",""2"",""30236""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""blur"",""2"",""30236""
","""event"",""trial"",""time""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","""event"",""trial"",""time""
""fullscreenexit"",""2"",""29127""
","null","run_exp/static/images/Set 6_rs/064a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","9","53650","0.0-9.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
""fullscreenexit"",""2"",""29127""
""blur"",""2"",""30236""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""blur"",""2"",""30236""
","""event"",""trial"",""time""
""focus"",""2"",""35097""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10320""
","""event"",""trial"",""time""
""fullscreenexit"",""2"",""29127""
","null","<p></p>","null","","","","","","","",""
